$GNGGA,100013.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*69
$GNGGA,100014.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100015.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100016.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100017.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100018.000,1003.350022,N,07621.272772,E,1,19,1.36,53.479,M,-93.488,M,,*6A
$GNGGA,100019.000,1003.350022,N,07621.272772,E,1,19,1.36,53.479,M,-93.488,M,,*6B
$GNGGA,100020.000,1003.350022,N,07621.272772,E,1,19,1.36,53.479,M,-93.488,M,,*61
$GNGGA,100021.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100022.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6B
$GNGGA,100023.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100024.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100025.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100026.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100027.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100028.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*61
$GNGGA,100029.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*66
$GNGGA,100030.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100031.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100032.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100033.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100034.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100035.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100036.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100037.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100038.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*61
$GNGGA,100039.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*60
$GNGGA,100040.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100041.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100042.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100043.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100044.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100045.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100046.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100047.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100048.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*62
$GNGGA,100049.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*63
$GNGGA,100050.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100051.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100052.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100053.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100054.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100055.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100056.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100057.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100058.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*63
$GNGGA,100059.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*62
$GNGGA,100100.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100101.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100102.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100103.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100104.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100105.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100106.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100107.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100108.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*67
$GNGGA,100109.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*66
$GNGGA,100110.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100111.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100112.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100113.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100114.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100115.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100116.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100117.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100118.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*66
$GNGGA,100119.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*67
$GNGGA,100120.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100121.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100122.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100123.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100124.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100125.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100126.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100127.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100128.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*65
$GNGGA,100129.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*64
$GNGGA,100130.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100131.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*69
$GNGGA,100132.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100133.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100134.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100135.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100136.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100137.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100138.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*64
$GNGGA,100139.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*65
$GNGGA,100140.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100141.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100142.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100143.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100144.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100145.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100146.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100147.000,1003.350022,N,07621.272772,E,1,21,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100148.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*66
$GNGGA,100149.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*61
$GNGGA,100150.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100151.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100152.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100153.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100154.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*60
$GNGGA,100155.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*61
$GNGGA,100156.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*62
$GNGGA,100157.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*63
$GNGGA,100158.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*6C
$GNGGA,100159.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*6D
$GNGGA,100200.000,1003.350022,N,07621.272772,E,1,19,1.35,53.479,M,-93.488,M,,*62
$GNGGA,100201.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100202.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6B
$GNGGA,100203.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100204.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100205.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100206.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100207.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100208.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*61
$GNGGA,100209.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*60
$GNGGA,100210.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100211.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*69
$GNGGA,100212.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100213.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6B
$GNGGA,100214.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100215.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100216.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100217.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100218.000,1003.350022,N,07621.272772,E,1,20,1.34,53.479,M,-93.488,M,,*60
$GNGGA,100219.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*67
$GNGGA,100220.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100221.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100222.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100223.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100224.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100225.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100226.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100227.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100228.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*65
$GNGGA,100229.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*64
$GNGGA,100230.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100231.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100232.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100233.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100234.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100235.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100236.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100237.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100238.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*67
$GNGGA,100239.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*66
$GNGGA,100240.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100241.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100242.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100243.000,1003.350022,N,07621.272772,E,1,21,1.35,53.479,M,-93.488,M,,*6E
$GNGGA,100244.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100245.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100246.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100247.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100248.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*63
$GNGGA,100249.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*62
$GNGGA,100250.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100251.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100252.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100253.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100254.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100255.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100256.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100257.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100258.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*62
$GNGGA,100259.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*63
$GNGGA,100300.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100301.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100302.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100303.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100304.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100305.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100306.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100307.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100308.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*65
$GNGGA,100309.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*64
$GNGGA,100310.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100311.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100312.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100313.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100314.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100315.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100316.000,1003.350022,N,07621.272772,E,1,21,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100317.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100318.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*64
$GNGGA,100319.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*65
$GNGGA,100320.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100321.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100322.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100323.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100324.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100325.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100326.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100327.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100328.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*67
$GNGGA,100329.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*66
$GNGGA,100330.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6E
$GNGGA,100331.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6F
$GNGGA,100332.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100333.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6D
$GNGGA,100334.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100335.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100336.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100337.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100338.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*66
$GNGGA,100339.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*67
$GNGGA,100340.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*69
$GNGGA,100341.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*68
$GNGGA,100342.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6B
$GNGGA,100343.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6A
$GNGGA,100344.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100345.000,1003.350022,N,07621.272772,E,1,22,1.33,53.479,M,-93.488,M,,*6C
$GNGGA,100346.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100347.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*69
$GNGGA,100348.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*66
$GNGGA,100349.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*67
$GNGGA,100350.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100351.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100352.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100353.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100354.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6B
$GNGGA,100355.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100356.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*69
$GNGGA,100357.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100358.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*67
$GNGGA,100359.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*66
$GNGGA,100400.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6D
$GNGGA,100401.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100402.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6F
$GNGGA,100403.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6E
$GNGGA,100404.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*69
$GNGGA,100405.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*68
$GNGGA,100406.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6B
$GNGGA,100407.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6A
$GNGGA,100408.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*65
$GNGGA,100409.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*64
$GNGGA,100410.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6C
$GNGGA,100411.000,1003.350022,N,07621.272772,E,1,22,1.34,53.479,M,-93.488,M,,*6D
